ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
674,Mpumalanga - Gert Sibande,0,0,Ermelo,Ermelo - Transet freight,MP - Ermelo,"-26.54022,29.991406",De Emigratie street,Kerk Street,10/25/2013 12:00:00 AM,11/03/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,4,"Around 4,000 NTM members downed tools at Transnet's freight rail division demanding to be recognised as a union in the parastatal's bargaining structures.","7
(-26.54022, 29.991406)"
810,Northern Cape - Sol Plaatjie,0,0,Kimberley,Leratong Park,NC - Kimberley,"-28.717539,24.751504",Barkley road,Barkley road,10/25/2013 12:00:00 AM,10/28/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Leratong Park resident barricade the roads with stones and burning tyres this week, claiming corruption in the allocation of housing. Picture: Zandisile Luphahla. Disgruntled residents, who did not make it to the phase one list of beneficiaries, barricaded the main Barkley road with stones. They demanded an audience with Botes and claimed the RDP houses were allocated fraudulently by officials to their friends and relatives.","4
(-28.717538, 24.751504)"
848,Gauteng - City of Johannesburg,1,0,Johannesburg,SABC Auckland Park,GP - Brixton,"-26.187769,28.009763",Kingsway Ave,Kingsway ave,10/25/2013 12:00:00 AM,10/25/2013 12:00:00 AM,0,Political causes,5,Peaceful,0,5,The Right2Know Campaign (R2K) organise a protest at the SABC’s Johannesburg offices over the cancelling of current affairs talk show ‘The Big Debate’.,"3
(-26.187768, 28.009763)"
622,KwaZulu Natal - eThekwini,1,0,Durban,Kennedy Road informal settlement,KZN - Durban Central,"-29.814955,30.978331",Kennedy Road,Kennedy Road,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,Durban mayor James Nxumalo’s delivery of meat parcels to the poor in eThekwini backfired on Saturday when angry residents started a fire in protest at his presence,"6
(-29.814955, 30.978331)"
623,Gauteng - City of Tshwane,1,0,Pretoria,Sunnyside,GP - Sunnyside,"-25.754232,28.207652",Robert Sobukwe Street,Leyds Stree,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,few members of AgangSa marched to Sunnyside police station to highlight the plight of crime in the area.,"3
(-25.754231, 28.207652)"
624,KwaZulu Natal - eThekwini,1,0,Durban,Glenwood,KZN - Bulwer,"-29.871164,30.989533",ZK Mathews,Deodar Ave,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Furious residents of the middle-class suburb who are fed up with the invasion of brazen sex workers, Bulwer Community Safety Forum, organised a number of pickets this morning in Glenwood and Umbilo to highlight the problem.","6
(-29.871164, 30.989533)"
625,KwaZulu Natal - eThekwini,1,0,Durban,Umbilo,KZN - Umbilo,"-29.886551,30.984167",Umbilo Road,Stellawood Rd,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Furious residents of the middle-class suburb who are fed up with the invasion of brazen sex workers, Bulwer Community Safety Forum, organised a number of pickets this morning in Glenwood and Umbilo to highlight the problem.","6
(-29.886551, 30.984166)"
630,North West - Bojanala,0,1,Rustenburg,Marikana - Tharisa mine,NW - Marikana,"-25.681137,27.539436",13 Bechana street,R556,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,The ANC Youth League (ANCYL) in the Bojanala region is demanding that mines in the Platinum belt in Rustenburg favour young people for employment. Members of the league organised a march to the Tharisa mine in Marikana to hand over a memorandum of demands.,"5
(-25.681137, 27.539435)"
642,Mpumalanga - Govan Mbeki,0,0,Secunda,Secunda,MP - Secunda,"-26.516126,29.202676",Oliver Tambo Dr,Trichardt Street,10/26/2013 12:00:00 AM,10/26/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,"The 30-year-old Ethiopian was attacked at his place of work on Saturday by a group of men who forced him into a taxi, Brigadier Selvy Mohlala. They apparently accused the man of raping the six-year-old daughter of one of the men.","7
(-26.516126, 29.202676)"
610,Gauteng - Westonaria,0,1,Johannesburg,Bekkersdal,GP - Westonaria,"-26.282026,27.703736",Bekkersdal,Panya Pan Raod,10/27/2013 12:00:00 AM,10/28/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"In Bekkersdal  stations were disrupted particularly around lunchtime. Police have closed three voting registration stations in Bekkersdal as angry residents burned down municipal offices,residents blocked roads and clashed with police in the area as well as Independent Electoral Commission were also reportedly chased out of the area. Violent protests erupted in the township outside Westonaria several weeks ago, with people demanding better service delivery and the removal of their mayor. Police Minister Nathi Mthethwa reportedly ordered the closure of all voting stations in Bekkersdal. Meth, eNCA reporter  said a crowd of 200 people were taking part in the protests and riot police had been deployed. Protesters were armed with pangas and other weapons, Meth said.","3
(-26.282026, 27.703736)"
620,Gauteng - Westonaria,0,0,Johannesburg,Bekkersdal,GP - Westonaria,"-26.282988,27.70419",18 Panya Pan,Khomo Ea street,10/27/2013 12:00:00 AM,10/28/2013 12:00:00 AM,1,Service delivery,9,Violent,1,5,Community protest over poor service delivery and want local municipality put under administration due corruption and incompetency.,"3
(-26.282988, 27.70419)"
634,Eastern Cape - Cacadu,0,0,Somerset East,Cookhouse,EC - Cookhouse,"-32.750088,25.807632",N10,R63,10/27/2013 12:00:00 AM,10/27/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Angry residents have burned down a house in Cookhouse, a crowd gathered at the house and when police tried to disperse them they were pelted with stones. Residents burnt tyres and blocked roads to express their dissatisfaction with the rate of housing delivery and other services.","1
(-32.750087, 25.807632)"
641,Gauteng - Ekurhuleni,1,0,Springs,Duduza,GP - Duduza,"-26.372608,28.407505",Khumalo Street,Nala Street,10/29/2013 12:00:00 AM,10/29/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,3,Foreign businessmen say police turned a blind eye when locals in Duduza township attacked and looted their shops. More than 100 foreigners were displaced after the attacks,"3
(-26.372608, 28.407505)"
639,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town,WC - Cape Town Central,"-33.924195,18.418771",7 Wale Street,Queen victoria street,10/30/2013 12:00:00 AM,10/30/2013 12:00:00 AM,1,Service delivery,9,Violent,1,3,"Chaos broke out in the centre of Cape Town on Wednesday afternoon when a group broke away from a protest at the provincial legislature about housing, and started looting stalls belonging to informal traders. Protesting against provincial government and service delivery.","9
(-33.924194, 18.418771)"
640,Gauteng - West Rand,0,0,Johannesburg,Randfontein - Zenzele,GP - Randfontein,"-26.169767,27.845743",Randfontein Road,Randfontein Road,10/30/2013 12:00:00 AM,10/30/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Protesters have placed rocks along the Randfontein Road, blocking the way through, demanding better services. The demonstrators are from nearby RDP houses and are protesting over the lack of water in their area.","3
(-26.169767, 27.845742)"
675,Gauteng - Mogale City,0,0,Krugersdorp,"Munsieville Informal Setlement, Krugersdorp magistrate court",GP - Krugersdorp,"-26.101882,27.766012",36 Biccard St,36 Biccard St,10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM,1,Crime related,1,Peaceful,0,5,"Picketing outside the Krugersdorp Magistrates' Court, angry residents followed as the ANC Women's League (ANC WL) led in song to oppose the killing of women and children.","3
(-26.101882, 27.766012)"
678,Gauteng - City of Johannesburg,1,0,Johannesburg,Durban Deep,GP - Roodepoort,"-26.175352,27.866839",Albertina Sisulu Road,Albertina Sisulu Road,10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,Allegedly having been without water and prepaid electricity for two weeks,"3
(-26.175352, 27.866838)"
680,Gauteng - Ekurhuleni,1,0,Johannesburg,Nigel Magistrate's Court,GP - Nigel,"-26.41992,28.473353",Hendrik Verwoerd Street,4th Ave,10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM,0,Xenophobia,8,Peaceful,0,5,"A peaceful protest by foreighn nationals at Nigel Magistrate's Court. The protest follows the arrest of a ward councilor Thabo Patric Motaung, in Duduza on October 30. He was arrested on charges of assault with intent of grievous bodily harm and taken to SAPS Nigel. Protesters highlighted the attacks on foreign nationals.","3
(-26.41992, 28.473352)"
693,KwaZulu Natal - eThekwini,1,0,Durban,St Mary’s Hospital - Mariannhill,KZN - Durban Central,"-29.848824,30.824899",Abbot Francois road,Abbot francois road,10/31/2013 12:00:00 AM,10/31/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"About 300 employees, including nurses, picketed at the gate of the hospital, west of Durban, demanding the increase.","6
(-29.848824, 30.824898)"
673,Gauteng - City of Johannesburg,1,0,Johannesburg,Jabulani - Soweto,GP - Jabulani,"-26.248429,27.853773",Bolani Road,Koma Street,11/01/2013 12:00:00 AM,11/01/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Residents protested on Friday, demanding that speed humps be erected on roads, as cars were driving at high speed in the area.","3
(-26.248429, 27.853773)"
679,Gauteng - City of Johannesburg,1,0,Johannesburg,Mary Fitzgerald Square,GP - Johannesburg Central,"-26.202462,28.031438",Bree Street,Simmonds Street,11/01/2013 12:00:00 AM,11/01/2013 12:00:00 AM,0,Transport related,6,Peaceful,0,5,EFF members march against e-tolls,"3
(-26.202462, 28.031438)"
664,Limpopo - Polokwane,0,0,Polokwane,Seshego,LP - Seshego,"-23.849575,29.383099",OR Tambo Drive,38 Ave,11/09/2013 12:00:00 AM,11/09/2013 12:00:00 AM,0,Election related,3,Peaceful,0,5,A showdown between handful of EFF supporters were seen chanting and singing in front of the Malema house and ANC members led by ANC Dep Cyril Ramaphosa.,"8
(-23.849575, 29.383099)"
16,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.742568,28.174363",Struben street,N1 Highway through R21,11/02/2013 12:00:00 AM,11/02/2013 12:00:00 AM,1,Transport related,6,Peaceful,0,1,"Congress of South African Trade Unions (Cosatu) in Gauteng had this morning resume its campaign of mass action against e-tolls. 
Cosatu shut down major roads in Pretoria and Johannesburg to voice its opposition to the launch of the e-tolling system.","3
(-25.742567, 28.174363)"
643,Gauteng - City of Johannesburg,1,0,Johannesburg,Northam Platinum Head office - Dunkeld West.,GP - Sandton,"-26.134153,28.034748",Hume Road,Northumberland Road,11/03/2013 12:00:00 AM,11/25/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"The NUM is demanding an increase of up to 40 percent for members while the mine is offering between 8 and 9 percent, above the inflation rate of 5.5 percent from earlier this year.","3
(-26.134153, 28.034748)"
672,Eastern Cape - Buffalo City,0,0,East London,Nomphumelelo township,EC - East London,"-32.743753,27.486499",1Mlawu Road,1Mlawu Road,11/03/2013 12:00:00 AM,11/03/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,A matric pupil has been beaten to death by a group of people who believed he was involved with the disappearance of children,"1
(-32.743752, 27.486498)"
676,Gauteng - West Rand,0,0,Johannesburg,Khutsong,GP - Khutsong,"-26.332134,27.313982",Nxumalo Road,Nxumalo Road,11/03/2013 12:00:00 AM,11/03/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,5,"Five alleged criminals, including a witch doctor, were killed by an enraged mob in a township. Police said in a statement that about 400 men had gathered in an open field to air their grievances about gangsters.","3
(-26.332134, 27.313981)"
677,Gauteng - City of Johannesburg,1,0,Johannesburg,Freedom Park,GP - Eldorado Park,"-26.28926,27.895396",Ascot Road,Turf Ave,11/03/2013 12:00:00 AM,11/03/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"ANC and the Economic Freedom Fighters (EFF) clashed in Freedom Park, south of Joburg. It began when the EFF and the ANC supporters ran into each other unexpectedly while campaigning in Freedom Park on Sunday morning, with a violent confrontation ensuing.","3
(-26.289259, 27.895396)"
608,Gauteng - City of Tshwane,1,1,Pretoria West,Pretoria West,GP - Pretoria West,"-25.812834,28.093279",Erasmia,Don't know,11/05/2013 12:00:00 AM,11/05/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"Rubber bullets were fired at protesters outside Erasmia, Pretoria. The service delivery protest was held by residents of the Mooiplaas informal settlement, west of Pretoria. The party's Gauteng spokesperson Patrick Sindane said the residents had applied and received permission to march, but were later told that the march had been cancelled. Mahamba said it was cancelled because no one from the presidency was available to receive the residents' memorandum. The march was then moved to Thursday, when the memorandum could be received. ""The community members were given adequate notice that the march was moved, as we contacted them from last Friday,"" he said. Mahamba said that despite several attempts to notify the group of the postponement, they still went ahead with their march and arranged for buses to take them to the Union Buildings. ""The march was illegal,"" Mahamba said.","3
(-25.812834, 28.093279)"
662,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Despatch, Motherwell, Struandale, Gail Road and Harrower Road depots",EC - Motherwell,"-33.797979,25.585857",Tynira Street,Tyinira street,11/05/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Nelson Mandela Bay municipal waste truck drivers were striking for wages “and other labour issues”.,"1
(-33.797978, 25.585857)"
663,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Uitenhage,EC - Uitenhage,"-33.768285,25.389336",Cuyler Street,Mitchell Street,11/05/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Nelson Mandela Bay municipal waste truck drivers were striking for wages “and other labour issues”.,"1
(-33.768284, 25.389336)"
670,Gauteng - City of Tshwane,1,0,Pretoria,Union Building,GP - Sunnyside,"-25.74483,28.210838",Stanza Bopape street,Madiba Street,11/05/2013 12:00:00 AM,11/05/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Four of EFF members were arrested while others were shot and injured by rubber bullets and are in hospital, ""The protesters were Mooiplaas community members and police did not react to certain political parties, but to protesters as a whole,"" Police said. service deliver protests.","3
(-25.74483, 28.210837)"
609,Gauteng - City of Tshwane,1,1,Pretoria West,Pretoria Union Building,GP - Pretoria Central,"-25.740133,28.211998",Union Buildings,Government Ave,11/07/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"The Economic Freedom Fighters (EFF) was accused of hijacking a march to the Union Buildings by residents of the Mooiplaas settlement, west of Pretoria. The residents were presenting service delivery demands to the presidency. When community leaders were called to hand over the memorandum, EFF members complained about being left out. They pushed each other, and shouted insults at the police. ""You are allowing in whites. This is not a white man's march,"" one of them shouted when the police unlocked a gate to let in a journalist. The EFF protesters, most of them wearing the party's red T-shirts and berets, arrived at the Union Buildings singing songs in praise of their leader Julius Malema.","3
(-25.740133, 28.211998)"
655,Western Cape - Cape Winelands,0,0,Stellenbosch,Le Roux Group farms - Boland,WC - Stellenbosch,"-33.941722,18.829609",Adam Tas,Adam Tas,11/07/2013 12:00:00 AM,11/09/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,Bawusa’s chief complaint is that the Le Roux Group increased deductions on the wages of farmworkers to mitigate against the impact of a higher minimum wage.,"9
(-33.941721, 18.829609)"
656,Western Cape - Cape Winelands,0,0,Stellenbosch,Sandrivier,WC - Wellington,"-33.432158,19.646789",Don't know,Don't know,11/07/2013 12:00:00 AM,11/09/2013 12:00:00 AM,1,Labour related,4,Violent,1,3,Bawusa’s chief complaint is that the Le Roux Group increased deductions on the wages of farmworkers to mitigate against the impact of a higher minimum wage.,"9
(-33.432158, 19.646788)"
665,Western Cape - Drakenstein,0,0,Paarl,Mooikelder farm - Paarl,WC - Paarl,"-33.701778,18.96598",Main street,Main street,11/07/2013 12:00:00 AM,11/09/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,3,"Farm workers strikes because employer had increased transport, rent and electricity wage deductions to undercut the new minimum wage.","9
(-33.701777, 18.965979)"
666,Western Cape - Bergrivier,0,0,Piketberg,Broodkraal farm - Piketberg,WC - Piketberg,"-32.899759,18.766632",Petunia Street,Petunia Street,11/07/2013 12:00:00 AM,11/09/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,3,"Farm workers strikes because employer had increased transport, rent and electricity wage deductions to undercut the new minimum wage.","9
(-32.899759, 18.766632)"
667,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain,WC - Mitchells Plain,"-34.048748,18.620189",3rd Ave,Alpha Street,11/07/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,About 60 residents gathered at the Mitchells Plain Town Centre library to air their dissatisfaction with the city. They carried copies of their latest water and housing bills and placards which read “Bury the DA”. Residents burnt their water and rent bills on Thursday and buried them under a tombstone with the words “RIP Council Arrears” inscribed on it.,"9
(-34.048748, 18.620189)"
668,Gauteng - City of Johannesburg,1,0,Johannesburg,Marshalltown - Johannesburg,GP - Jeppe,"-26.206012,28.039834","30 Simmonds Street,",Commissioner Street,11/07/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"Gauteng nurses marched on Thursday. Tired of working in unsafe hospitals and clinics around the province, tired of going months without pay, tired of working with few or no resources, the close to 200 nurses marched from Cosatu House in Braamfontein to Gauteng Premier Nomvula Mokonyane’s offices to deliver their memorandum of grievances.","3
(-26.206012, 28.039833)"
669,Gauteng - City of Tshwane,1,0,Pretoria,"Mooiplaats, Union Buildings - Pretoria",GP - Pretoria Central,"-25.74483,28.210838",Stanza Bopape street,Madiba Street,11/07/2013 12:00:00 AM,11/07/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"Mooiplaats community march to Union Buildings The residents’ demands include the provision of water, electricity and a school.","3
(-25.74483, 28.210837)"
601,Eastern Cape - Senqu,0,0,Sterkspruit,Sterkspruit,EC - Sterkspruit,"-30.524783,27.364748",polling stations,Don't know,11/09/2013 12:00:00 AM,11/10/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. an angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election. Moepya said 99.7% of 22 263 voting stations had been operating normally across South Africa as at 3pm on Saturday. He said all voter registration centres which had been closed would be re-opened as soon as possible.","1
(-30.524782, 27.364747)"
615,Northern Cape - John Taolo Gaetsewe,0,0,Kuruman,Kuruman,NC - Kuruman,"-27.46289,23.433096","Dithakong Tribal Office, Omang Primary School and Lehuro Primary School",R31,11/09/2013 12:00:00 AM,11/09/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"Lieutenant Colonel Donald Mdhluli said the Independent Electoral Commission (IEC) banners mounted at Dithakong Tribal Office, Omang Primary School and Lehuro Primary School were set alight amid the voter registration processes in those buildings. ""The three IEC voters registration points were then closed down as a result,"" said Mdhluli. ""The value of the IEC [banners] is estimated at about R50 000.""","4
(-27.46289, 23.433096)"
616,Northern Cape - Joe Morolong,0,0,Joe Morolong Municipality,Joe Morolong Municipality,NC - Kuruman,"-27.46091,23.434325",poll voting stations,Adington Road,11/09/2013 12:00:00 AM,11/10/2013 12:00:00 AM,0,Election related,3,Violent,1,5,Election registration stopped after a community protest which resulted with a person coming into one of the poling stations and confiscating material then burning it.,"4
(-27.46091, 23.434325)"
617,Western CApe - City of Cape Town,1,1,Lansdowne Road,Lansdowne Road,WC - Cape Town Central,"-34.002154,18.560001",poll voting stations,Lansdowne Road,11/09/2013 12:00:00 AM,11/10/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. an angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election. Moepya said 99.7% of 22 263 voting stations had been operating normally across South Africa as at 3pm on Saturday. He said all voter registration centres which had been closed would be re-opened as soon as possible.","9
(-34.002154, 18.560001)"
619,Limpopo - Thulamela,0,1,Malamulele,Malamulele,LP - Malamulele,"-23.012124,30.716225",poll voting stations,R524,11/09/2013 12:00:00 AM,11/10/2013 12:00:00 AM,0,Election related,3,Peaceful,0,5,"Sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. An angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election.","8
(-23.012124, 30.716225)"
657,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Langa, Uitenhage",EC - Uitenhage,"-33.739218,25.39524",Cakhatha Street,Bhucu Street,11/11/2013 12:00:00 AM,11/15/2013 12:00:00 AM,1,Service delivery,9,Violent,1,3,"Nine more people were arrested on Friday during a protests in Langa, Uitenhage, Eastern Cape police said, protests erupted due to lack of housing. A municipal health and wellness office, an African National Congress councillor's house, and a Democratic Alliance office were set alight. Several shops were looted.","1
(-33.739218, 25.39524)"
653,Mpumalanga - Emalahleni,0,0,Witbank,Witbank CBD,MP - Witbank,"-25.877025,29.246757",Mandela Dr,Linden st,11/12/2013 12:00:00 AM,11/12/2013 12:00:00 AM,0,Crime related,1,Violent,1,3,Chaos erupted in the Central Business District as police and local taxi commuters clashed. It seems that the shooting was fuelled by a road rage incident that happened earlier.,"7
(-25.877025, 29.246756)"
658,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Kwalanga, Rosedale",EC - Uitenhage,"-33.743219,25.378951",Duiker Crescent,24th Ave,11/12/2013 12:00:00 AM,11/12/2013 12:00:00 AM,-1,Service delivery,9,Violent,1,3,The protest started on Wednesday after the municipality demolished illegally built houses. Housing and service delivery violent protest,"1
(-33.743219, 25.378951)"
660,KwaZulu Natal - eThekwini,1,0,Durban,Durban - City Hall,KZN - Durban Central,"-29.857599,31.025731",Dr Pixley Kaseme St,Monty Naicker Rd,11/12/2013 12:00:00 AM,11/12/2013 12:00:00 AM,1,Transport related,6,Peaceful,0,3,About 2000 members of the Congress of SA Trade Unions marched through Durban to protest against e-tolls.,"6
(-29.857599, 31.025731)"
671,Gauteng - Ekurhuleni,1,0,Germiston,Mbhoro Church,GP - Germiston,"-26.218056,28.166185",N3,R24,11/12/2013 12:00:00 AM,11/12/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,COSATU in Gauteng embarked on drive slow procession to protest against labour borker and e-toll.,"3
(-26.218056, 28.166184)"
659,North West - Mafikeng,0,0,Mahikeng,Setlagole,NW - Mmabatho,"-26.282949,25.111285",R376,N18,11/13/2013 12:00:00 AM,11/13/2013 12:00:00 AM,0,Vigilantism,7,Violent,1,3,"Three houses and two taverns have been set alight by angry residents, the structures belonged to people accused of kidnapping a seven-year-old boy on November 1. Community members were angry that none of the suspects were arrested.","5
(-26.282948, 25.111284)"
652,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",110 Jorissen Street,Simmonds St,11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM,0,Election related,3,Peaceful,0,5,"Members of Cosatu (Congress of SA Trade Unions) gathered at their headquarters before embarking on a march in Braamfontein, Johannesburg to protest against e-tolling and labour brokers.","3
(-26.19246, 28.038588)"
654,Gauteng - Ekurhuleni,1,0,Boksburg,Boksburg,GP - Boksburg,"-26.22455,28.252702",Tichardt Street,Adderley Street,11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"About 60 angry residents of Slovo informal settlement marched to the Boksburg Magistrates Court, on November 14, demanding that a suspect accused of rape should not be granted bail.","3
(-26.22455, 28.252701)"
661,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",110 Jorissen Street,Simmonds St,11/14/2013 12:00:00 AM,11/14/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"Cosatu Gauteng march to deliver memorandums to the labour department, the provincial transport department, the office of the MEC for transport, the Gauteng legislature and the Gauteng premier as well as SA Chamber of Mines, the Johannesburg central police station, the office of the Auditor General, and the Hawks. . They raised a number of issues from labour brokers, they want a probe on the cost of the construction of the roads and the 2010 World Cup stadiums which they believe was inflated","3
(-26.19246, 28.038588)"
649,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha - Eerste River,WC - Khayelitsha,"-34.000429,18.729025",Van Riebeeck Road,Van Riebeeck Road,11/16/2013 12:00:00 AM,11/17/2013 12:00:00 AM,-1,Service delivery,9,Violent,1,5,"Angry Khayelitsha residents forced their way into vacant houses belonging to Our Pride Housing Project in Eerste River. According to the government, the problem was a misunderstanding between “free houses” and subsidised gap market units.","9
(-34.000428, 18.729025)"
650,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain - Rocklands Civic Centre,WC - Mitchells Plain,"-34.049806,18.621359",67 Koornhoop Way,7th Ave,11/17/2013 12:00:00 AM,11/17/2013 12:00:00 AM,-1,Election related,3,Peaceful,0,5,"ANC march from the Rocklands Civic Centre to the Mitchells Plain town centre. Ehrenreich accused the DA-controlled provincial government of neglecting areas such as Mitchells Plain, Khayelitsha, Manenberg and Langa, and “maintaining the privileges of apartheid” in areas such as Constantia, Milnerton and Bloubergstrand.","9
(-34.049805, 18.621359)"
646,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza,GP - Tokoza,"-26.354574,28.132196",Khumalo Street,Khumalo street,11/18/2013 12:00:00 AM,11/19/2013 12:00:00 AM,0,Xenophobia,8,Violent,1,3,"Residents went on the rampage, breaking into foreign-owned shops and emptying them. This was after the owners fled the area at the first sign of violence on Monday during a protest over illegal electricity connections.","3
(-26.354574, 28.132196)"
648,KwaZulu Natal - eThekwini,1,0,Durban,Cator Manor - River View,KZN - Cato Manor,"-29.857426,30.978188",Mary Thipe Street,Thula Crest Drive,11/18/2013 12:00:00 AM,11/19/2013 12:00:00 AM,-1,Service delivery,9,Violent,1,5,"Illegal residents who had occupied flats in the River View development in Cato Manor, resist police and security guards. The conflict stemmed from a rent dispute between 232 residents and Sohco Property Developers.","6
(-29.857426, 30.978187)"
651,KwaZulu Natal - eThekwini,1,0,Durban,River View,KZN - Durban Central,"-29.857433,30.978151",Mary Thipe Street,75 Mary Thipe Street,11/18/2013 12:00:00 AM,11/18/2013 12:00:00 AM,-1,Service delivery,9,Violent,1,5,Two protesters were injured as dozens of residents at River View low cost flats tried to resist eviction on Monday morning after more than two years of litigation after the housing estate had been “hijacked”.,"6
(-29.857433, 30.978151)"
681,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza - Imbeliseni informal settlement,GP - Tokoza,"-26.355574,28.132539",Khumalo Street,yende street,11/18/2013 12:00:00 AM,11/18/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,Residents started to protest after the Red Ants and police went to Imbeliseni informal settlement looking for illegal electricity connections,"3
(-26.355574, 28.132539)"
647,North West - Rustenburg,0,0,Rustenburg,Glencor mine - Rustenburg,NW - Rustenburg,"-25.66025,27.244178",Oliver Tambo Dr,Oliver Tambo Dr,11/19/2013 12:00:00 AM,11/21/2013 12:00:00 AM,-1,Labour related,4,Peaceful,0,5,"Workers at Glencor mine have embarked on a strike underground. COSATU is informed that the management at the company want the workers to work unpaid overtime, COSATU is also informed that the company has failed to provide protective clothing, in terms of the Occupational Health and Safety Act and the working conditions are also not safe.","5
(-25.66025, 27.244178)"
645,North West - Rustenburg,0,1,Rustenburg,Lethabong,NW - Lethabong,"-25.432036,27.835554",Rebone Street,Rebone Street,11/21/2013 12:00:00 AM,11/21/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,A ward councilor and nine other people were arrested for public violence in Lethabong near Rustenburg. The group was reportedly unhappy with the appointment of a contractor.,"5
(-25.432036, 27.835553)"
